PairID	type	plink.IBD.PI_HAT
S51429.T-S51430.T	QCarray	0.0517
S51429.T-S51431.T	QCarray	0
S51429.T-S51432.T	QCarray	0.0608
S51429.T-S51441.T	QCarray	0
S51429.T-S51448.T	QCarray	0
S51429.T-S51449.T	QCarray	0.0511
S51429.T-S51459.T	QCarray	0.0519
S51429.T-S51460.T	QCarray	0
S51429.T-S51461.T	QCarray	0.0978
S51429.T-S51466.T	QCarray	0.0738
S51429.T-S51466.N	QCarray	0.0834
S51429.T-S51468.N	QCarray	0.031
S51429.T-S51475.T	QCarray	0
S51429.T-S51480.T	QCarray	0
S51429.T-S51490.T	QCarray	0.0534
S51429.T-S51491.N	QCarray	0.053
S51429.T-S51480.N	QCarray	0
S51429.T-S51482.T	QCarray	0
S51429.T-E337.2	QCarray	0
S51429.T-E337.03	QCarray	0
S51429.T-E337.07	QCarray	0.0854
S51429.T-E540.20	QCarray	0
S51430.T-S51431.T	QCarray	0
S51430.T-S51432.T	QCarray	0.0503
S51430.T-S51441.T	QCarray	0
S51430.T-S51448.T	QCarray	0
S51430.T-S51449.T	QCarray	0.0608
S51430.T-S51459.T	QCarray	0.0555
S51430.T-S51460.T	QCarray	0
S51430.T-S51461.T	QCarray	0.0951
S51430.T-S51466.T	QCarray	0.0529
S51430.T-S51466.N	QCarray	0.0568
S51430.T-S51468.N	QCarray	0.0397
S51430.T-S51475.T	QCarray	0
S51430.T-S51480.T	QCarray	0
S51430.T-S51490.T	QCarray	0.0253
S51430.T-S51491.N	QCarray	0.0303
S51430.T-S51480.N	QCarray	0
S51430.T-S51482.T	QCarray	0
S51430.T-E337.2	QCarray	0
S51430.T-E337.03	QCarray	0
S51430.T-E337.07	QCarray	0.0698
S51430.T-E540.20	QCarray	0
S51431.T-S51432.T	QCarray	0
S51431.T-S51441.T	QCarray	0
S51431.T-S51448.T	QCarray	0
S51431.T-S51449.T	QCarray	0
S51431.T-S51459.T	QCarray	0
S51431.T-S51460.T	QCarray	0
S51431.T-S51461.T	QCarray	0
S51431.T-S51466.T	QCarray	0
S51431.T-S51466.N	QCarray	0
S51431.T-S51468.N	QCarray	0
S51431.T-S51475.T	QCarray	0
S51431.T-S51480.T	QCarray	0
S51431.T-S51490.T	QCarray	0
S51431.T-S51491.N	QCarray	0
S51431.T-S51480.N	QCarray	0
S51431.T-S51482.T	QCarray	0
S51431.T-E337.2	QCarray	0
S51431.T-E337.03	QCarray	0
S51431.T-E337.07	QCarray	0
S51431.T-E540.20	QCarray	0
S51432.T-S51441.T	QCarray	0
S51432.T-S51448.T	QCarray	0
S51432.T-S51449.T	QCarray	0.0498
S51432.T-S51459.T	QCarray	0.0395
S51432.T-S51460.T	QCarray	0
S51432.T-S51461.T	QCarray	0
S51432.T-S51466.T	QCarray	0.0416
S51432.T-S51466.N	QCarray	0.0433
S51432.T-S51468.N	QCarray	0.0371
S51432.T-S51475.T	QCarray	0
S51432.T-S51480.T	QCarray	0
S51432.T-S51490.T	QCarray	0.0432
S51432.T-S51491.N	QCarray	0.0486
S51432.T-S51480.N	QCarray	0
S51432.T-S51482.T	QCarray	0
S51432.T-E337.2	QCarray	0
S51432.T-E337.03	QCarray	0
S51432.T-E337.07	QCarray	0.0593
S51432.T-E540.20	QCarray	0
S51441.T-S51448.T	QCarray	0
S51441.T-S51449.T	QCarray	0
S51441.T-S51459.T	QCarray	0
S51441.T-S51460.T	QCarray	0.0315
S51441.T-S51461.T	QCarray	0
S51441.T-S51466.T	QCarray	0
S51441.T-S51466.N	QCarray	0
S51441.T-S51468.N	QCarray	0
S51441.T-S51475.T	QCarray	0
S51441.T-S51480.T	QCarray	0
S51441.T-S51490.T	QCarray	0
S51441.T-S51491.N	QCarray	0
S51441.T-S51480.N	QCarray	0
S51441.T-S51482.T	QCarray	0
S51441.T-E337.2	QCarray	0
S51441.T-E337.03	QCarray	1
S51441.T-E337.07	QCarray	0
S51441.T-E540.20	QCarray	0.0672
S51448.T-S51449.T	QCarray	0
S51448.T-S51459.T	QCarray	0
S51448.T-S51460.T	QCarray	0
S51448.T-S51461.T	QCarray	0
S51448.T-S51466.T	QCarray	0
S51448.T-S51466.N	QCarray	0
S51448.T-S51468.N	QCarray	0
S51448.T-S51475.T	QCarray	0
S51448.T-S51480.T	QCarray	0
S51448.T-S51490.T	QCarray	0
S51448.T-S51491.N	QCarray	0
S51448.T-S51480.N	QCarray	0
S51448.T-S51482.T	QCarray	0
S51448.T-E337.2	QCarray	0
S51448.T-E337.03	QCarray	0
S51448.T-E337.07	QCarray	0
S51448.T-E540.20	QCarray	0
S51449.T-S51459.T	QCarray	0.0381
S51449.T-S51460.T	QCarray	0
S51449.T-S51461.T	QCarray	0.0681
S51449.T-S51466.T	QCarray	0.0682
S51449.T-S51466.N	QCarray	0.0731
S51449.T-S51468.N	QCarray	0.0579
S51449.T-S51475.T	QCarray	0
S51449.T-S51480.T	QCarray	0
S51449.T-S51490.T	QCarray	0.0546
S51449.T-S51491.N	QCarray	0.0511
S51449.T-S51480.N	QCarray	0
S51449.T-S51482.T	QCarray	0
S51449.T-E337.2	QCarray	0
S51449.T-E337.03	QCarray	0
S51449.T-E337.07	QCarray	0.054
S51449.T-E540.20	QCarray	0
S51459.T-S51460.T	QCarray	0
S51459.T-S51461.T	QCarray	0.0523
S51459.T-S51466.T	QCarray	0.0366
S51459.T-S51466.N	QCarray	0.0353
S51459.T-S51468.N	QCarray	0.0314
S51459.T-S51475.T	QCarray	0
S51459.T-S51480.T	QCarray	0
S51459.T-S51490.T	QCarray	0.0149
S51459.T-S51491.N	QCarray	0.0203
S51459.T-S51480.N	QCarray	0
S51459.T-S51482.T	QCarray	0
S51459.T-E337.2	QCarray	0
S51459.T-E337.03	QCarray	0
S51459.T-E337.07	QCarray	0.065
S51459.T-E540.20	QCarray	0
S51460.T-S51461.T	QCarray	0
S51460.T-S51466.T	QCarray	0
S51460.T-S51466.N	QCarray	0
S51460.T-S51468.N	QCarray	0
S51460.T-S51475.T	QCarray	0
S51460.T-S51480.T	QCarray	0
S51460.T-S51490.T	QCarray	0
S51460.T-S51491.N	QCarray	0
S51460.T-S51480.N	QCarray	0
S51460.T-S51482.T	QCarray	0
S51460.T-E337.2	QCarray	0.0563
S51460.T-E337.03	QCarray	0.0314
S51460.T-E337.07	QCarray	0
S51460.T-E540.20	QCarray	0.0309
S51461.T-S51466.T	QCarray	0.0602
S51461.T-S51466.N	QCarray	0.0582
S51461.T-S51468.N	QCarray	0
S51461.T-S51475.T	QCarray	0
S51461.T-S51480.T	QCarray	0
S51461.T-S51490.T	QCarray	0.0538
S51461.T-S51491.N	QCarray	0.0502
S51461.T-S51480.N	QCarray	0
S51461.T-S51482.T	QCarray	0
S51461.T-E337.2	QCarray	0
S51461.T-E337.03	QCarray	0
S51461.T-E337.07	QCarray	0.1172
S51461.T-E540.20	QCarray	0
S51466.T-S51466.N	QCarray:tumor-normal pair	0.9967
S51466.T-S51468.N	QCarray	0.0199
S51466.T-S51475.T	QCarray	0
S51466.T-S51480.T	QCarray	0
S51466.T-S51490.T	QCarray	0.0407
S51466.T-S51491.N	QCarray	0.0461
S51466.T-S51480.N	QCarray	0
S51466.T-S51482.T	QCarray	0
S51466.T-E337.2	QCarray	0
S51466.T-E337.03	QCarray	0
S51466.T-E337.07	QCarray	0.053
S51466.T-E540.20	QCarray	0
S51466.N-S51468.N	QCarray	0.0234
S51466.N-S51475.T	QCarray	0
S51466.N-S51480.T	QCarray	0
S51466.N-S51490.T	QCarray	0.0406
S51466.N-S51491.N	QCarray	0.0457
S51466.N-S51480.N	QCarray	0
S51466.N-S51482.T	QCarray	0
S51466.N-E337.2	QCarray	0
S51466.N-E337.03	QCarray	0
S51466.N-E337.07	QCarray	0.0547
S51466.N-E540.20	QCarray	0
S51468.N-S51475.T	QCarray	0
S51468.N-S51480.T	QCarray	0
S51468.N-S51490.T	QCarray	0.0265
S51468.N-S51491.N	QCarray	0.0326
S51468.N-S51480.N	QCarray	0
S51468.N-S51482.T	QCarray	0
S51468.N-E337.2	QCarray	0
S51468.N-E337.03	QCarray	0
S51468.N-E337.07	QCarray	0
S51468.N-E540.20	QCarray	0
S51475.T-S51480.T	QCarray	0.1828
S51475.T-S51490.T	QCarray	0
S51475.T-S51491.N	QCarray	0
S51475.T-S51480.N	QCarray	0.1822
S51475.T-S51482.T	QCarray	0
S51475.T-E337.2	QCarray	0
S51475.T-E337.03	QCarray	0
S51475.T-E337.07	QCarray	0
S51475.T-E540.20	QCarray	0
S51480.T-S51490.T	QCarray	0
S51480.T-S51491.N	QCarray	0
S51480.T-S51480.N	QCarray:tumor-normal pair	1
S51480.T-S51482.T	QCarray	0
S51480.T-E337.2	QCarray	0
S51480.T-E337.03	QCarray	0
S51480.T-E337.07	QCarray	0
S51480.T-E540.20	QCarray	0
S51490.T-S51491.N	QCarray:tumor-normal pair	0.9995
S51490.T-S51480.N	QCarray	0
S51490.T-S51482.T	QCarray	0
S51490.T-E337.2	QCarray	0
S51490.T-E337.03	QCarray	0
S51490.T-E337.07	QCarray	0
S51490.T-E540.20	QCarray	0
S51491.N-S51480.N	QCarray	0
S51491.N-S51482.T	QCarray	0
S51491.N-E337.2	QCarray	0
S51491.N-E337.03	QCarray	0
S51491.N-E337.07	QCarray	0
S51491.N-E540.20	QCarray	0
S51480.N-S51482.T	QCarray	0
S51480.N-E337.2	QCarray	0
S51480.N-E337.03	QCarray	0
S51480.N-E337.07	QCarray	0
S51480.N-E540.20	QCarray	0
S51482.T-E337.2	QCarray	0
S51482.T-E337.03	QCarray	0
S51482.T-E337.07	QCarray	0
S51482.T-E540.20	QCarray	0
E337.2-E337.03	QCarray	0
E337.2-E337.07	QCarray	0
E337.2-E540.20	QCarray	0.0462
E337.03-E337.07	QCarray	0
E337.03-E540.20	QCarray	0.0615
E337.07-E540.20	QCarray	0
