HPV.type	comparison	min5.detection.diff	min5.FE.pvalue	min5.FE.fdr	min20.detection.diff	min20.FE.pvalue	min20.FE.fdr	limma.voom.pvalue	limma.voom.fdr	binomialGLM.pvalue	binomialGLM.fdr	linear.lm.1var.pvalue	linear.lm.1var.fdr	linear.lm.2var.pvalue	linear.lm.2var.fdr	log.lm.1var.pvalue	log.lm.1var.fdr	log.lm.2var.pvalue	log.lm.2var.fdr
HPV18	FFPE_vs_Frozen	14.2%	0.171518065616791	0.771831295275558	4%	0.79363295922507	0.892837079128203	0.00434422322088057	0.00651633483132086	0.156485394071199	0.704184273320397	0.93740812058513	0.995643731998077	0.604072344412613	0.67958138746419	0.260939908273704	0.391409862410556	0.357632483652956	0.51497120682922
HPV31	FFPE_vs_Frozen	5.5%	0.274725274725275	0.774725274725275	4.8%	0.496503496503496	0.892837079128203	1.64582859091115e-10	4.93748577273344e-10	0.995217293337094	0.995331912534422	0.202841907855448	0.459236824157449	0.172551316416325	0.429331063037399	0.102143511849423	0.391409862410556	0.0720934168108049	0.324420375648622
HPV33	FFPE_vs_Frozen	3.6%	0.516483516483517	0.774725274725275	4.8%	0.496503496503496	0.892837079128203	3.22393077759038e-11	1.45076884991567e-10	0.995331912534422	0.995331912534422	0.255425507250899	0.459236824157449	0.310409001766891	0.558736203180404	0.170926932453582	0.391409862410556	0.188549333439745	0.343444143629233
HPV45	FFPE_vs_Frozen	1.7%	1	1	3.9%	0.680877200704165	0.892837079128203	0.00157102001436566	0.00282783602585819	0.747573804626229	0.995331912534422	0.995643731998077	0.995643731998077	0.842317764965846	0.842317764965846	0.76912841592856	0.76912841592856	0.92123088050096	0.92123088050096
HPV58	FFPE_vs_Frozen	23.3%	0.0213148582528556	0.191833724275701	-4%	0.697498179834157	0.892837079128203	3.20750466383469e-14	2.88675419745123e-13	0.0218635427282175	0.196771884553957	0.0626583388629237	0.459236824157449	6.64058036813752e-05	0.000597652233132377	0.00479235427426008	0.0431311884683407	1.82529415272204e-09	1.64276473744983e-08
HPV59	FFPE_vs_Frozen	-1%	1	1	-2.8%	0.461538461538462	0.892837079128203	0.95241046530406	0.95241046530406	0.761815100247617	0.995331912534422	0.351990222162123	0.459236824157449	0.442613659511706	0.569074705086479	0.670499953350614	0.754312447519441	0.847516322328876	0.92123088050096
HPV67	FFPE_vs_Frozen	3.6%	0.516483516483517	0.774725274725275	2.4%	1	1	4.79099980928303e-08	1.07797495708868e-07	0.995331912534416	0.995331912534422	0.357184196566905	0.459236824157449	0.375727901918302	0.563591852877452	0.217975526464681	0.391409862410556	0.185531250753724	0.343444143629233
HPV73	FFPE_vs_Frozen	3.6%	0.516483516483517	0.774725274725275	4.8%	0.496503496503496	0.892837079128203	0.00509180087864239	0.00654660112968308	0.995331912534421	0.995331912534422	0.25216923880995	0.459236824157449	0.190813805794399	0.429331063037399	0.25213691611296	0.391409862410556	0.190802302016241	0.343444143629233
HPV16	Frozen_vs_DNA	-14.9%	0.274788823072934	0.686972057682334	-17.7%	0.180521915368196	0.745409170431247	0.383017794377635	0.383017794377635	0.226859914337946	0.567149785844865	0.17361527059098	0.544429114057064	0.442468939191598	0.553086173989497	0.346851027658765	0.407095891846676	0.441562700942002	0.441562700942002
HPV18	Frozen_vs_DNA	6.2%	0.745409170431247	0.745409170431247	6.2%	0.745409170431247	0.745409170431247	0.196361203624183	0.245451504530229	0.549231710613393	0.686539638266741	0.578752428414309	0.578752428414309	0.368093108177792	0.553086173989497	0.407095891846676	0.407095891846676	0.323210754436805	0.404013443046006
HPV45	Frozen_vs_DNA	5.6%	0.508196721311476	0.702973048068908	5.6%	0.508196721311476	0.745409170431247	0.0149893899041231	0.0249823165068718	0.996010034712025	0.996010034712025	0.239042370700155	0.544429114057064	0.198067596755984	0.553086173989497	0.259370147744349	0.407095891846676	0.222824895792645	0.404013443046006
HPV58	Frozen_vs_DNA	12.7%	0.223188635278301	0.686972057682334	7.1%	0.639948382516014	0.745409170431247	0.000235136738632341	0.0011756836931617	0.159123771666734	0.567149785844865	0.435543291245651	0.544429114057064	0.597104526111457	0.597104526111457	0.0295033326233816	0.147516663116908	0.289921529354957	0.404013443046006
HPV59	Frozen_vs_DNA	-5.2%	0.562378438455127	0.702973048068908	-5.2%	0.562378438455127	0.745409170431247	0.00172857356423195	0.00432143391057988	0.374705045531106	0.624508409218509	0.346645712468756	0.544429114057064	0.303203826828633	0.553086173989497	0.396620503760113	0.407095891846676	0.322328122618174	0.404013443046006
